id1, id2, tStart, tEnd, id1_start_pos_x, id1_start_pos_y, id2_start_pos_x, id2_start_pos_y, id1_end_pos_x, id1_end_pos_y, id2_end_pos_x, id2_end_pos_y, 
89, 88, 1.0, 32.0, 2192.7423953369052, 2746.0426344110483, 2192.7423953369052, 2746.0426344110483, 2192.7423953369052, 2746.0426344110483, 2160.2208252383457, 2707.410307640968
